ID,Prob1
174, 0.25
175, 0.23
176, 0.61
177, 0.23
178, 0.24
179, 0.66
180, 0.58
181, 0.00
182, 0.29
183, 0.33
184, 0.16
185, 0.10
186, 0.52
187, 0.28
188, 0.48
189, 0.14
190, 0.22
191, 0.31
192, 0.44
193, 0.51
194, 0.47
195, 0.41
196, 0.56
197, 0.05
198, 0.72
199, 0.70
200, 0.15
201, 0.68
202, 0.13
203, 0.31
204, 0.39
205, 0.03
206, 0.26
207, 0.02
208, 0.22
209, 0.31
210, 0.82
211, 0.22
212, 0.66
213, 0.16
214, 0.61
215, 0.10
216, 0.63
217, 0.53
218, 0.32
219, 0.63
220, 0.64
221, 0.20
222, 0.78
223, 0.42
224, 0.75
225, 0.36
226, 0.92
227, 0.64
228, 0.34
229, 0.01
230, 0.67
231, 0.82
232, 0.12
233, 0.00
234, 0.26
235, 0.31
236, 0.08
237, 0.04
238, 0.42
239, 0.13
240, 0.16
241, 0.03
242, 0.34
243, 0.70
244, 0.04
245, 0.56
246, 0.74
247, 0.61
248, 0.41
249, 0.49
250, 0.39
251, 0.83
252, 0.19
253, 0.04
254, 0.23
255, 0.39
256, 0.93
257, 0.10
258, 0.18
259, 0.66
260, 0.30
261, 0.13
262, 0.18
263, 0.24
264, 0.25
265, 0.01
266, 0.14
267, 0.31
268, 0.54
269, 0.07
270, 0.13
271, 0.35
272, 0.28
273, 0.29
274, 0.32
275, 0.63
276, 0.24
277, 0.49
278, 0.52
279, 0.50
280, 0.15
281, 0.33
282, 0.27
283, 0.40
284, 0.42
285, 0.66
286, 0.16
287, 0.14
288, 0.10
289, 0.22
290, 0.73
291, 0.36
292, 0.33
293, 0.10
294, 0.24
295, 0.58
296, 0.04
297, 0.33
298, 0.73
299, 0.48
300, 0.21
301, 0.19
302, 0.63
303, 0.50
304, 0.03
305, 0.10
306, 0.11
307, 0.09
308, 0.19
309, 0.49
310, 0.12
311, 0.34
312, 0.22
313, 0.33
314, 0.91
315, 0.45
316, 0.40
317, 0.03
318, 0.28
319, 0.48
320, 0.30
321, 0.41
322, 0.22
323, 0.50
324, 0.10
325, 0.26
326, 0.50
327, 0.41
328, 0.20
329, 0.63
330, 0.75
331, 0.17
332, 0.50
333, 0.16
334, 0.50
335, 0.35
336, 0.23
337, 0.19
338, 0.18
339, 0.15
340, 0.66
341, 0.10
342, 0.41
343, 0.30
344, 0.02
345, 0.25
346, 0.20
347, 0.04
348, 0.16
349, 0.01
350, 0.10
351, 0.32
352, 0.19
353, 0.25
354, 0.17
355, 0.21
356, 0.12
357, 0.22
358, 0.39
359, 0.00
360, 0.38
361, 0.14
362, 0.28
363, 0.08
364, 0.09
365, 0.85
366, 0.08
367, 0.34
368, 0.51
369, 0.81
370, 0.74
371, 0.16
372, 0.83
373, 0.40
374, 0.50
375, 0.54
376, 0.69
377, 0.17
378, 0.43
379, 0.07
380, 0.86
381, 0.21
382, 0.13
383, 0.39
384, 0.39
385, 0.23
386, 0.34
387, 0.47
388, 0.27
389, 0.68
390, 0.44
391, 0.15
392, 0.23
393, 0.09
394, 0.41
395, 0.12
396, 0.18
397, 0.00
398, 0.30
399, 0.14
400, 0.37
401, 0.50
402, 0.48
403, 0.10
404, 0.29
405, 0.21
406, 0.25
407, 0.11
408, 0.12
409, 0.33
410, 0.10
411, 0.35
412, 0.34
413, 0.66
414, 0.26
415, 0.18
416, 0.08
417, 0.67
418, 0.13
419, 0.28
420, 0.43
421, 0.72
422, 0.17
423, 0.35
424, 0.41
425, 0.25
426, 0.19
427, 0.45
428, 0.26
429, 0.75
430, 0.20
431, 0.73
432, 0.20
433, 0.53
434, 0.09
435, 0.04
436, 0.62
437, 0.31
438, 0.39
439, 0.31
440, 0.32
441, 0.22
442, 0.37
443, 0.42
444, 0.35
445, 0.29
446, 0.32
447, 0.11
448, 0.11
449, 0.42
450, 0.91
451, 0.07
452, 0.25
453, 0.74
454, 0.26
455, 0.66
456, 0.70
457, 0.30
458, 0.18
459, 0.35
460, 0.25
461, 0.29
462, 0.12
463, 0.86
464, 0.09
465, 0.21
466, 0.75
467, 0.19
468, 0.19
469, 0.37
470, 0.29
471, 0.12
472, 0.34
473, 0.39
474, 0.14
475, 0.42
476, 0.14
477, 0.20
478, 0.40
479, 0.19
480, 0.38
481, 0.04
482, 0.04
483, 0.32
484, 0.81
485, 0.56
486, 0.20
487, 0.34
488, 0.34
489, 0.31
490, 0.24
491, 0.31
492, 0.13
493, 0.29
494, 0.07
495, 0.51
496, 0.55
497, 0.17
498, 0.87
499, 0.17
500, 0.17
501, 0.16
502, 0.66
503, 0.29
504, 0.16
505, 0.74
506, 0.18
507, 0.56
508, 0.23
509, 0.36
510, 0.45
511, 0.45
512, 0.16
513, 0.91
514, 0.25
515, 0.27
516, 0.21
517, 0.40
518, 0.81
519, 0.05
520, 0.32
521, 0.85
522, 0.32
523, 0.46
524, 0.36
525, 0.35
526, 0.80
527, 0.43
528, 0.12
529, 0.12
530, 0.24
531, 0.13
532, 0.08
533, 0.27
534, 0.63
535, 0.33
536, 0.27
537, 0.16
538, 0.16
539, 0.64
540, 0.55
541, 0.28
542, 0.37
543, 0.83
544, 0.23
545, 0.71
546, 0.22
547, 0.29
548, 0.17
549, 0.45
550, 0.13
551, 0.40
552, 0.23
553, 0.43
554, 0.28
555, 0.19
556, 0.42
557, 0.60
558, 0.31
559, 0.88
560, 0.10
561, 0.28
562, 0.27
563, 0.20
564, 0.68
565, 0.30
566, 0.27
567, 0.23
568, 0.67
569, 0.64
570, 0.17
571, 0.63
572, 0.00
573, 0.26
574, 0.61
575, 0.49
576, 0.49
577, 0.03
578, 0.09
579, 0.26
580, 0.49
581, 0.51
582, 0.23
583, 0.02
584, 0.23
585, 0.13
586, 0.01
587, 0.13
588, 0.73
589, 0.34
590, 0.94
591, 0.21
592, 0.38
593, 0.59
594, 0.69
595, 0.05
596, 0.27
597, 0.49
598, 0.23
599, 0.51
600, 0.55
601, 0.60
602, 0.23
603, 0.33
604, 0.29
605, 0.22
606, 0.15
607, 0.19
608, 0.37
609, 0.70
610, 0.67
611, 0.13
612, 0.31
613, 0.35
614, 0.22
615, 0.39
616, 0.49
617, 0.27
618, 0.98
619, 0.04
620, 0.15
621, 0.19
622, 0.78
623, 0.46
624, 0.09
625, 0.22
626, 0.02
627, 0.35
628, 0.20
629, 0.28
630, 0.05
631, 0.17
632, 0.53
633, 0.53
634, 0.74
635, 0.41
636, 0.66
637, 0.59
638, 0.11
639, 0.09
640, 0.01
641, 0.41
642, 0.37
643, 0.13
644, 0.20
645, 0.57
646, 0.40
647, 0.19
648, 0.18
649, 0.46
650, 0.54
651, 0.12
652, 0.62
653, 0.24
654, 0.41
655, 0.28
656, 0.49
657, 0.43
658, 0.05
659, 0.52
660, 0.69
661, 0.18
662, 0.36
663, 0.02
664, 0.41
665, 0.43
666, 0.39
667, 0.13
668, 0.28
669, 0.39
670, 0.22
671, 0.33
672, 0.52
673, 0.61
674, 0.30
675, 0.40
676, 0.58
677, 0.21
678, 0.10
679, 0.52
680, 0.33
681, 0.24
682, 0.27
683, 0.33
684, 0.06
685, 0.60
686, 0.03
687, 0.03
688, 0.36
689, 0.06
690, 0.06
691, 0.65
692, 0.24
693, 0.23
694, 0.46
695, 0.16
696, 0.13
697, 0.24
698, 0.94
699, 0.07
700, 0.39
701, 0.32
702, 0.79
703, 0.39
704, 0.63
705, 0.53
706, 0.31
707, 0.29
708, 0.56
709, 0.21
710, 0.66
711, 0.44
712, 0.03
713, 0.05
714, 0.13
715, 0.32
716, 0.86
717, 0.65
718, 0.51
719, 0.76
720, 0.77
721, 0.02
722, 0.33
723, 0.24
724, 0.07
725, 0.28
726, 0.50
727, 0.17
728, 0.43
729, 0.05
730, 0.22
731, 0.72
732, 0.33
733, 0.05
734, 0.75
735, 0.68
736, 0.09
737, 0.62
738, 0.61
739, 0.66
740, 0.10
741, 0.35
742, 0.62
743, 0.47
744, 0.49
745, 0.42
746, 0.74
747, 0.28
748, 0.31
749, 0.38
750, 0.08
751, 0.52
752, 0.16
753, 0.28
754, 0.25
755, 0.39
756, 0.52
757, 0.94
758, 0.41
759, 0.08
760, 0.63
761, 0.27
762, 0.11
763, 0.71
764, 0.17
765, 0.25
766, 0.92
767, 0.15
768, 0.48
769, 0.35
770, 0.33
771, 0.29
772, 0.26
773, 0.07
774, 0.29
775, 0.33
776, 0.72
777, 0.44
778, 0.30
779, 0.00
780, 0.73
781, 0.79
782, 0.15
783, 0.30
784, 0.38
785, 0.24
786, 0.59
787, 0.08
788, 0.19
789, 0.28
790, 0.26
791, 0.53
792, 0.24
793, 0.27
794, 0.31
795, 0.27
796, 0.31
797, 0.40
798, 0.33
799, 0.28
800, 0.37
801, 0.33
802, 0.55
803, 0.27
804, 0.84
805, 0.17
806, 0.58
807, 0.16
808, 0.40
809, 0.39
810, 0.38
811, 0.62
812, 0.35
813, 0.22
814, 0.40
815, 0.29
816, 0.31
817, 0.09
818, 0.28
819, 0.14
820, 0.70
821, 0.12
822, 0.26
823, 0.02
824, 0.29
825, 0.18
826, 0.09
827, 0.26
828, 0.65
829, 0.39
830, 0.26
831, 0.16
832, 0.78
833, 0.39
834, 0.32
835, 0.71
836, 0.26
837, 0.05
838, 0.29
839, 0.23
840, 0.15
841, 0.17
842, 0.03
843, 0.15
844, 0.37
845, 0.75
846, 0.36
847, 0.48
848, 0.24
849, 0.06
850, 0.51
851, 0.30
852, 0.22
853, 0.54
854, 0.11
855, 0.14
856, 0.19
857, 0.21
858, 0.32
859, 0.05
860, 0.09
861, 0.14
862, 0.37
863, 0.05
864, 0.26
865, 0.35
866, 0.10
867, 0.21
868, 0.11
869, 0.12
870, 0.15
871, 0.21
872, 0.81
873, 0.45
874, 0.39
875, 0.20
876, 0.13
877, 0.39
878, 0.35
879, 0.40
880, 0.28
881, 0.49
882, 0.32
883, 0.24
884, 0.25
885, 0.99
886, 0.70
887, 0.08
888, 1.00
889, 0.16
890, 1.00
891, 0.39
892, 0.27
893, 0.22
894, 0.05
895, 0.80
896, 0.24
897, 0.21
898, 0.86
899, 0.19
900, 0.32
901, 0.29
902, 0.00
903, 0.84
904, 0.29
905, 0.23
906, 0.60
907, 0.93
908, 0.30
909, 0.48
910, 0.30
911, 0.14
912, 0.43
913, 0.54
914, 0.82
915, 0.27
916, 0.57
917, 0.25
918, 0.20
919, 0.31
920, 0.28
921, 0.21
922, 0.55
923, 0.08
924, 0.38
925, 0.24
926, 0.03
927, 0.24
928, 0.31
929, 0.25
930, 0.35
931, 0.11
932, 0.42
933, 0.10
934, 0.33
935, 0.32
936, 0.34
937, 0.27
938, 0.62
939, 0.43
940, 0.62
941, 0.36
942, 0.15
943, 0.14
944, 0.06
945, 0.21
946, 0.77
947, 0.59
948, 0.89
949, 0.29
950, 0.68
951, 0.54
952, 0.79
953, 0.18
954, 0.07
955, 0.69
956, 0.22
957, 0.64
958, 0.40
959, 0.30
960, 0.52
961, 0.24
962, 0.10
963, 0.12
964, 0.48
965, 0.27
966, 0.68
967, 0.50
968, 0.18
969, 0.34
970, 0.25
971, 0.26
972, 0.00
973, 0.36
974, 0.57
975, 0.27
976, 0.25
977, 0.13
978, 0.18
979, 0.66
980, 0.56
981, 0.00
982, 0.36
983, 0.73
984, 0.07
985, 0.52
986, 0.20
987, 0.44
988, 0.87
989, 0.38
990, 0.98
991, 0.14
992, 0.45
993, 0.62
994, 0.39
995, 0.09
996, 0.20
997, 0.09
998, 0.80
999, 0.22
1000, 0.02
1001, 0.21
1002, 0.71
1003, 0.59
1004, 0.20
1005, 0.69
1006, 0.17
1007, 0.43
1008, 0.15
1009, 0.17
1010, 0.56
1011, 0.04
1012, 0.23
1013, 0.19
1014, 0.22
1015, 0.23
1016, 0.11
1017, 0.09
1018, 0.41
1019, 0.59
1020, 0.03
1021, 0.61
1022, 0.61
1023, 0.04
1024, 0.50
1025, 0.13
1026, 0.87
1027, 0.83
1028, 0.02
1029, 0.23
1030, 0.89
1031, 0.75
1032, 0.68
1033, 0.25
1034, 0.16
1035, 0.40
1036, 0.19
1037, 0.14
1038, 0.42
1039, 0.35
1040, 0.37
1041, 0.66
1042, 0.27
1043, 0.20
1044, 0.80
1045, 0.06
1046, 0.24
1047, 0.25
1048, 0.49
1049, 0.24
1050, 0.09
1051, 0.04
1052, 0.11
1053, 0.10
1054, 0.48
1055, 0.42
1056, 0.58
1057, 0.11
1058, 0.19
1059, 0.38
1060, 0.59
1061, 0.26
1062, 0.50
1063, 0.27
1064, 0.05
1065, 0.18
1066, 0.55
1067, 0.26
1068, 0.39
1069, 0.84
1070, 0.10
1071, 0.56
1072, 0.14
1073, 0.49
1074, 0.87
1075, 0.28
1076, 0.15
1077, 0.31
1078, 0.71
1079, 0.29
1080, 0.30
1081, 0.91
1082, 0.70
1083, 0.59
1084, 0.57
1085, 0.19
1086, 0.23
1087, 0.10
1088, 0.75
1089, 0.34
1090, 0.26
1091, 0.50
1092, 0.61
1093, 0.42
1094, 0.43
1095, 0.70
1096, 0.40
1097, 0.09
1098, 0.26
1099, 0.13
1100, 0.09
1101, 0.16
1102, 0.05
1103, 0.45
1104, 0.59
1105, 0.37
1106, 0.17
1107, 0.12
1108, 0.36
1109, 0.58
1110, 0.59
1111, 0.93
1112, 0.25
1113, 0.36
1114, 0.11
1115, 0.08
1116, 0.25
1117, 0.06
1118, 0.21
1119, 0.35
1120, 0.07
1121, 0.59
1122, 0.27
1123, 0.44
1124, 0.07
1125, 0.53
1126, 0.36
1127, 0.17
1128, 0.37
1129, 0.50
1130, 0.13
1131, 0.38
1132, 0.13
1133, 0.04
1134, 0.05
1135, 0.08
1136, 0.45
1137, 0.13
1138, 0.68
1139, 0.00
1140, 0.29
1141, 0.11
1142, 0.42
1143, 0.37
1144, 0.50
1145, 0.46
1146, 0.51
1147, 0.09
1148, 0.60
1149, 0.06
1150, 0.25
1151, 0.08
1152, 0.10
1153, 0.51
1154, 0.44
1155, 0.31
1156, 0.81
1157, 0.08
1158, 0.18
1159, 0.12
1160, 0.39
1161, 0.26
1162, 0.19
1163, 0.44
1164, 0.05
1165, 0.56
1166, 0.43
1167, 0.00
1168, 0.14
1169, 0.34
1170, 0.10
1171, 0.29
1172, 0.34
1173, 0.18
1174, 0.24
1175, 0.69
1176, 0.23
1177, 0.19
1178, 0.57
1179, 0.10
1180, 0.27
1181, 0.05
1182, 0.07
1183, 0.20
1184, 0.18
1185, 0.57
1186, 0.87
1187, 0.38
1188, 0.08
1189, 0.79
1190, 0.09
1191, 0.60
1192, 0.00
1193, 0.16
1194, 0.08
1195, 0.53
1196, 0.29
1197, 0.53
1198, 0.16
1199, 0.26
1200, 0.63
1201, 0.75
1202, 0.40
1203, 0.10
1204, 0.18
1205, 0.37
1206, 0.26
1207, 0.74
1208, 0.09
1209, 0.00
1210, 0.13
1211, 0.45
1212, 0.30
1213, 0.04
1214, 0.46
1215, 0.55
1216, 0.17
1217, 0.36
1218, 0.38
1219, 0.62
1220, 0.44
1221, 0.21
1222, 0.29
1223, 0.24
1224, 0.32
1225, 0.66
1226, 0.29
1227, 0.27
1228, 0.55
1229, 0.69
1230, 0.59
1231, 0.38
1232, 0.23
1233, 0.12
1234, 0.39
1235, 0.44
1236, 0.34
1237, 0.78
1238, 0.15
1239, 0.28
1240, 0.64
1241, 0.24
1242, 0.69
1243, 0.38
1244, 0.35
1245, 0.88
1246, 0.23
1247, 0.63
1248, 0.19
1249, 0.26
1250, 0.22
1251, 0.23
1252, 0.21
1253, 0.18
1254, 0.12
1255, 0.12
1256, 0.29
1257, 0.46
1258, 0.37
1259, 0.78
1260, 0.08
1261, 0.35
1262, 0.00
1263, 0.81
1264, 0.10
1265, 0.10
1266, 0.68
1267, 0.18
1268, 0.08
1269, 0.31
1270, 0.75
1271, 0.55
1272, 0.62
1273, 0.32
1274, 0.63
1275, 0.34
1276, 0.21
1277, 0.31
1278, 0.35
1279, 0.56
1280, 0.24
1281, 0.35
1282, 0.05
1283, 0.40
1284, 0.60
1285, 0.25
1286, 0.40
1287, 0.56
1288, 0.54
1289, 0.07
1290, 0.62
1291, 0.08
1292, 0.06
1293, 0.07
1294, 0.55
1295, 0.60
1296, 0.57
1297, 0.02
1298, 0.31
1299, 0.13
1300, 0.11
1301, 0.58
1302, 0.41
1303, 0.21
1304, 0.32
1305, 0.25
1306, 0.24
1307, 0.10
1308, 0.63
1309, 0.08
1310, 0.10
1311, 0.34
1312, 0.37
1313, 0.19
1314, 0.51
1315, 0.37
1316, 0.41
1317, 0.11
1318, 0.15
1319, 0.26
1320, 0.11
1321, 0.09
1322, 0.01
1323, 0.57
1324, 0.66
1325, 0.36
1326, 0.27
1327, 0.68
1328, 0.38
1329, 0.29
1330, 0.65
1331, 0.41
1332, 0.34
1333, 0.07
1334, 0.28
1335, 0.53
1336, 0.11
1337, 0.36
1338, 0.31
1339, 0.51
1340, 0.01
1341, 0.05
1342, 0.46
1343, 0.89
1344, 0.25
1345, 0.48
1346, 0.19
1347, 0.67
1348, 0.21
1349, 0.02
1350, 0.13
1351, 0.58
1352, 0.80
1353, 0.22
1354, 0.85
1355, 0.05
1356, 0.36
1357, 0.31
1358, 0.19
1359, 0.00
1360, 0.28
1361, 0.48
1362, 0.37
1363, 0.09
1364, 0.34
1365, 0.14
1366, 0.02
1367, 0.22
1368, 0.54
1369, 0.33
1370, 0.63
1371, 0.61
1372, 0.02
1373, 0.28
1374, 0.16
1375, 0.19
1376, 0.45
1377, 0.25
1378, 0.22
1379, 0.38
1380, 0.33
1381, 0.16
1382, 0.40
1383, 0.44
1384, 0.36
1385, 0.37
1386, 0.53
1387, 0.09
1388, 0.25
1389, 0.28
1390, 0.29
1391, 0.02
1392, 0.40
1393, 0.52
1394, 0.14
1395, 0.07
1396, 0.72
1397, 0.25
1398, 0.01
1399, 0.49
1400, 0.62
1401, 0.35
1402, 0.66
1403, 0.57
1404, 0.46
1405, 0.46
1406, 0.30
1407, 0.63
1408, 0.29
1409, 0.35
1410, 0.40
1411, 0.02
1412, 0.10
1413, 0.11
1414, 0.02
1415, 0.14
1416, 0.11
1417, 0.04
1418, 0.08
1419, 0.75
1420, 0.76
1421, 0.37
1422, 0.80
1423, 0.15
1424, 0.10
1425, 0.47
1426, 0.06
1427, 0.86
1428, 0.07
1429, 0.42
1430, 0.49
1431, 0.37
1432, 0.41
1433, 0.22
1434, 0.33
1435, 0.80
1436, 0.56
1437, 0.39
1438, 0.74
1439, 0.28
1440, 0.12
1441, 0.72
1442, 0.57
1443, 0.24
1444, 0.40
1445, 0.21
1446, 0.54
1447, 0.35
1448, 0.30
1449, 0.19
1450, 0.20
1451, 0.50
1452, 0.17
1453, 0.14
1454, 0.67
1455, 0.11
1456, 0.60
1457, 0.44
1458, 0.24
1459, 0.29
1460, 0.44
1461, 0.14
1462, 0.56
1463, 0.15
1464, 0.17
1465, 0.45
1466, 0.08
1467, 0.12
1468, 0.12
1469, 0.05
1470, 0.64
1471, 0.22
1472, 0.02
1473, 0.14
1474, 0.52
1475, 0.66
1476, 0.21
1477, 0.14
1478, 0.06
1479, 0.13
1480, 0.75
1481, 0.40
1482, 0.30
1483, 0.80
1484, 0.34
1485, 0.33
1486, 0.18
1487, 0.45
1488, 0.01
1489, 0.38
1490, 0.25
1491, 0.11
1492, 0.72
1493, 0.00
1494, 0.49
1495, 0.33
1496, 0.04
1497, 0.48
1498, 0.31
1499, 0.13
1500, 0.87
1501, 0.64
1502, 0.18
1503, 0.56
1504, 0.49
1505, 0.23
1506, 0.41
1507, 0.31
1508, 0.52
1509, 0.72
1510, 0.58
1511, 0.53
1512, 0.45
1513, 0.62
1514, 0.17
1515, 0.23
1516, 0.20
1517, 0.06
1518, 0.00
1519, 0.47
1520, 0.14
1521, 0.00
1522, 0.14
1523, 0.41
1524, 0.11
1525, 0.74
1526, 0.12
1527, 0.05
1528, 0.08
1529, 0.80
1530, 0.46
1531, 0.38
1532, 0.49
1533, 0.48
1534, 0.25
1535, 0.33
1536, 0.77
1537, 0.27
1538, 0.08
1539, 0.21
1540, 0.15
1541, 0.12
1542, 0.03
1543, 0.31
1544, 0.39
1545, 0.09
1546, 0.20
1547, 0.23
1548, 0.58
1549, 0.21
1550, 0.24
1551, 0.18
1552, 0.17
1553, 0.31
1554, 0.20
1555, 0.24
1556, 0.32
1557, 0.06
1558, 0.27
1559, 0.30
1560, 0.07
1561, 0.19
1562, 0.10
1563, 0.24
1564, 0.27
1565, 0.04
1566, 0.07
1567, 0.30
1568, 0.52
1569, 0.29
1570, 0.27
1571, 0.04
1572, 0.12
1573, 0.27
1574, 0.55
1575, 0.14
1576, 0.17
1577, 0.22
1578, 0.28
1579, 0.18
1580, 0.30
1581, 0.57
1582, 0.36
1583, 0.06
1584, 0.44
1585, 0.88
1586, 0.10
1587, 0.08
1588, 0.51
1589, 0.75
1590, 0.29
1591, 0.04
1592, 0.12
1593, 0.06
1594, 0.08
1595, 0.27
1596, 0.86
1597, 0.04
1598, 0.26
1599, 0.44
1600, 0.23
1601, 0.72
1602, 0.35
1603, 0.43
1604, 0.19
1605, 0.12
1606, 0.52
1607, 0.39
1608, 0.06
1609, 0.09
1610, 0.52
1611, 0.43
1612, 0.42
1613, 0.34
1614, 0.38
1615, 0.56
1616, 0.98
1617, 0.50
1618, 0.37
1619, 0.13
1620, 0.20
1621, 0.64
1622, 0.27
1623, 0.20
1624, 0.14
1625, 0.54
1626, 0.25
1627, 0.40
1628, 0.06
1629, 0.08
1630, 0.00
1631, 0.22
1632, 0.14
1633, 0.46
1634, 0.33
1635, 0.43
1636, 0.13
1637, 0.44
1638, 0.19
1639, 0.25
1640, 0.17
1641, 0.94
1642, 0.01
1643, 0.19
1644, 0.42
1645, 0.71
1646, 0.58
1647, 0.69
1648, 0.74
1649, 0.32
1650, 0.23
1651, 0.18
1652, 0.28
1653, 0.80
1654, 0.89
1655, 0.30
1656, 0.57
1657, 0.25
1658, 0.05
1659, 0.69
1660, 0.11
1661, 0.13
1662, 0.38
1663, 0.24
1664, 0.80
1665, 0.33
1666, 0.04
1667, 0.63
1668, 0.35
1669, 1.00
1670, 0.03
1671, 0.17
1672, 0.49
1673, 0.82
1674, 0.27
1675, 0.63
1676, 0.22
1677, 0.70
1678, 0.71
1679, 0.37
1680, 0.29
1681, 0.19
1682, 0.72
1683, 0.46
1684, 0.02
1685, 0.80
1686, 0.91
1687, 0.13
1688, 0.59
1689, 0.14
1690, 0.51
1691, 0.10
1692, 0.72
1693, 0.77
1694, 0.46
1695, 0.45
1696, 0.41
1697, 0.26
1698, 0.40
1699, 0.11
1700, 0.14
1701, 0.43
1702, 0.47
1703, 0.29
1704, 0.60
1705, 0.52
1706, 0.26
1707, 0.17
1708, 0.07
1709, 0.21
1710, 0.67
1711, 0.54
1712, 0.62
1713, 0.54
1714, 0.32
1715, 0.07
1716, 0.80
1717, 0.49
1718, 0.36
1719, 0.32
1720, 0.06
1721, 0.22
1722, 0.62
1723, 0.12
1724, 0.15
1725, 0.50
1726, 0.04
1727, 0.44
1728, 0.22
1729, 0.79
1730, 0.25
1731, 0.42
1732, 0.31
1733, 0.33
1734, 0.41
1735, 0.49
1736, 0.27
1737, 0.42
1738, 0.35
1739, 0.94
1740, 0.51
1741, 0.21
1742, 0.51
1743, 0.00
1744, 0.44
1745, 0.20
1746, 0.20
1747, 0.22
1748, 0.06
1749, 0.80
1750, 0.41
1751, 0.29
1752, 0.43
1753, 0.24
1754, 0.32
1755, 0.57
1756, 0.46
1757, 0.28
1758, 0.37
1759, 0.19
1760, 0.10
1761, 0.08
1762, 0.04
1763, 0.24
1764, 0.46
1765, 0.05
1766, 0.88
1767, 0.13
1768, 0.18
1769, 0.23
1770, 0.36
1771, 0.74
1772, 0.43
1773, 0.13
1774, 0.37
1775, 0.49
1776, 0.07
1777, 0.46
1778, 0.18
1779, 0.00
1780, 0.60
1781, 0.32
1782, 0.34
1783, 0.07
1784, 0.52
1785, 0.61
1786, 0.09
1787, 0.17
1788, 0.35
1789, 0.57
1790, 0.49
1791, 0.40
1792, 0.32
1793, 0.11
1794, 0.17
1795, 0.00
1796, 0.36
1797, 0.58
1798, 0.15
1799, 0.34
1800, 0.32
1801, 0.27
1802, 0.51
1803, 0.86
1804, 0.16
1805, 0.55
1806, 0.19
1807, 0.16
1808, 0.23
1809, 0.37
1810, 0.16
1811, 0.51
1812, 0.36
1813, 0.04
1814, 0.66
1815, 0.06
1816, 0.17
1817, 0.33
1818, 0.53
1819, 0.06
1820, 0.41
1821, 0.43
1822, 0.12
1823, 0.38
1824, 0.54
1825, 0.19
1826, 0.22
1827, 0.34
1828, 0.29
1829, 0.12
1830, 0.62
1831, 0.09
1832, 0.18
1833, 0.10
1834, 0.16
1835, 0.24
1836, 0.29
1837, 0.37
1838, 0.55
1839, 0.93
1840, 0.55
1841, 0.75
1842, 0.15
1843, 0.71
1844, 0.21
1845, 0.35
1846, 0.37
1847, 0.07
1848, 0.38
1849, 0.03
1850, 0.30
1851, 0.48
1852, 0.64
1853, 0.15
1854, 0.05
1855, 0.73
1856, 0.07
1857, 0.23
1858, 0.32
1859, 0.51
1860, 0.17
1861, 0.18
1862, 0.08
1863, 0.63
1864, 0.21
1865, 0.01
1866, 0.45
1867, 0.18
1868, 0.53
1869, 0.38
1870, 0.02
1871, 0.21
1872, 0.15
