ID,Prob1
499, 0.11
500, 0.11
501, 0.11
502, 0.44
503, 0.00
504, 0.11
505, 0.78
506, 0.11
507, 0.78
508, 0.00
509, 0.33
510, 0.33
511, 0.44
512, 0.44
513, 0.89
514, 0.44
515, 0.33
516, 0.00
517, 0.44
518, 0.67
519, 0.00
520, 0.56
521, 0.67
522, 0.33
523, 0.22
524, 0.33
525, 0.67
526, 0.89
527, 0.33
528, 0.22
529, 0.11
530, 0.33
531, 0.00
532, 0.11
533, 0.22
534, 0.33
535, 0.00
536, 0.11
537, 0.11
538, 0.33
539, 0.56
540, 0.44
541, 0.22
542, 0.44
543, 0.56
544, 0.33
545, 0.56
546, 0.11
547, 0.11
548, 0.11
549, 0.22
550, 0.11
551, 0.44
552, 0.00
553, 0.56
554, 0.00
555, 0.44
556, 0.44
557, 0.78
558, 0.22
559, 0.89
560, 0.11
561, 0.44
562, 0.22
563, 0.11
564, 0.89
565, 0.44
566, 0.22
567, 0.11
568, 1.00
569, 0.44
570, 0.11
571, 0.56
572, 0.00
573, 0.33
574, 0.78
575, 0.56
576, 0.22
577, 0.00
578, 0.11
579, 0.33
580, 0.44
581, 0.56
582, 0.11
583, 0.11
584, 0.22
585, 0.11
586, 0.00
587, 0.22
588, 0.89
589, 0.33
590, 0.56
591, 0.11
592, 0.22
593, 0.33
594, 0.78
595, 0.33
596, 0.67
597, 0.00
598, 0.11
599, 0.33
600, 0.44
601, 0.67
602, 0.00
603, 0.33
604, 0.22
605, 0.11
606, 0.11
607, 0.11
608, 0.67
609, 0.56
610, 0.67
611, 0.11
612, 0.33
613, 0.44
614, 0.00
615, 0.67
616, 0.11
617, 0.56
618, 0.56
619, 0.00
620, 0.44
621, 0.33
622, 0.44
623, 0.44
624, 0.22
625, 0.11
626, 0.00
627, 0.11
628, 0.33
629, 0.22
630, 0.00
631, 0.22
632, 0.33
633, 0.67
634, 0.22
635, 0.44
636, 0.56
637, 0.44
638, 0.00
639, 0.22
640, 0.11
641, 0.44
642, 0.11
643, 0.11
644, 0.00
645, 0.67
646, 0.33
647, 0.33
648, 0.33
649, 0.44
650, 0.33
651, 0.22
652, 0.67
653, 0.22
654, 0.22
655, 0.11
656, 0.33
657, 0.44
658, 0.00
659, 0.44
660, 0.89
661, 0.11
662, 0.33
663, 0.00
664, 0.56
665, 0.44
666, 0.33
667, 0.00
668, 0.11
669, 0.67
670, 0.44
671, 0.33
672, 0.56
673, 0.67
674, 0.33
675, 0.11
676, 0.78
677, 0.00
678, 0.00
679, 0.78
680, 0.22
681, 0.44
682, 0.22
683, 0.22
684, 0.11
685, 0.89
686, 0.00
687, 0.00
688, 0.33
689, 0.00
690, 0.11
691, 0.67
692, 0.11
693, 0.22
694, 0.67
695, 0.33
696, 0.11
697, 0.33
698, 1.00
699, 0.00
700, 0.44
701, 0.33
702, 0.78
703, 0.33
704, 0.89
705, 0.44
706, 0.22
707, 0.44
708, 0.44
709, 0.11
710, 0.89
711, 0.44
712, 0.00
713, 0.00
714, 0.00
715, 0.56
716, 0.78
717, 0.78
718, 0.22
719, 1.00
720, 0.67
721, 0.00
722, 0.33
723, 0.11
724, 0.00
725, 0.22
726, 0.67
727, 0.11
728, 0.44
729, 0.00
730, 0.33
731, 0.56
732, 0.44
733, 0.00
734, 0.67
735, 0.56
736, 0.00
737, 0.67
738, 0.22
739, 0.44
740, 0.44
741, 0.44
742, 0.67
743, 0.67
744, 0.00
745, 0.56
746, 0.78
747, 0.22
748, 0.22
749, 0.33
750, 0.00
751, 0.56
752, 0.00
753, 0.33
754, 0.11
755, 0.44
756, 0.56
757, 1.00
758, 0.44
759, 0.11
760, 0.33
761, 0.11
762, 0.00
763, 0.67
764, 0.11
765, 0.11
766, 1.00
767, 0.11
768, 0.67
769, 0.22
770, 0.33
771, 0.44
772, 0.11
773, 0.00
774, 0.33
775, 0.22
776, 0.78
777, 0.56
778, 0.33
779, 0.00
780, 0.78
781, 0.67
782, 0.22
783, 0.22
784, 0.44
785, 0.22
786, 0.78
787, 0.11
788, 0.11
789, 0.11
790, 0.22
791, 0.44
792, 0.22
793, 0.44
794, 0.22
795, 0.22
796, 0.44
797, 0.44
798, 0.56
799, 0.00
800, 0.56
801, 0.33
802, 0.67
803, 0.22
804, 0.89
805, 0.22
806, 0.67
807, 0.11
808, 0.33
809, 0.44
810, 0.67
811, 0.56
812, 0.33
813, 0.00
814, 0.33
815, 0.11
816, 0.22
817, 0.11
818, 0.22
819, 0.22
820, 0.67
821, 0.22
822, 0.44
823, 0.00
824, 0.33
825, 0.11
826, 0.00
827, 0.22
828, 0.89
829, 0.44
830, 0.33
831, 0.22
832, 0.89
833, 0.22
834, 0.11
835, 0.78
836, 0.33
837, 0.22
838, 0.33
839, 0.22
840, 0.22
841, 0.00
842, 0.00
843, 0.22
844, 0.44
845, 0.56
846, 0.33
847, 0.44
848, 0.22
849, 0.00
850, 0.56
851, 0.44
852, 0.22
853, 0.44
854, 0.00
855, 0.11
856, 0.33
857, 0.33
858, 0.11
859, 0.11
860, 0.33
861, 0.00
862, 0.22
863, 0.22
864, 0.22
865, 0.33
866, 0.00
867, 0.11
868, 0.00
869, 0.00
870, 0.00
871, 0.33
872, 0.78
873, 0.33
874, 0.44
875, 0.67
876, 0.11
877, 0.22
878, 0.67
879, 0.44
880, 0.00
881, 0.44
882, 0.22
883, 0.56
884, 0.00
885, 1.00
886, 0.89
887, 0.00
888, 1.00
889, 0.00
890, 1.00
891, 0.33
892, 0.22
893, 0.33
894, 0.00
895, 0.67
896, 0.22
897, 0.11
898, 0.56
899, 0.00
900, 0.22
901, 0.33
902, 0.00
903, 0.44
904, 0.33
905, 0.00
906, 0.44
907, 0.56
908, 0.33
909, 0.33
910, 0.56
911, 0.44
912, 0.33
913, 0.44
914, 0.89
915, 0.22
916, 0.67
917, 0.33
918, 0.00
919, 0.11
920, 0.33
921, 0.11
922, 0.44
923, 0.00
924, 0.11
925, 0.11
926, 0.00
927, 0.11
928, 0.33
929, 0.44
930, 0.22
931, 0.00
932, 0.56
933, 0.00
934, 0.33
935, 0.33
936, 0.44
937, 0.11
938, 0.56
939, 0.11
940, 0.56
941, 0.33
942, 0.00
943, 0.11
944, 0.00
945, 0.56
946, 0.56
947, 0.67
948, 0.89
949, 0.44
950, 0.67
951, 0.56
952, 0.44
953, 0.22
954, 0.00
955, 0.56
956, 0.11
957, 0.67
958, 0.11
959, 0.22
960, 0.67
961, 0.22
962, 0.22
963, 0.00
964, 0.22
965, 0.44
966, 0.89
967, 0.56
968, 0.56
969, 0.22
970, 0.00
971, 0.33
972, 0.00
973, 0.22
974, 0.22
975, 0.44
976, 0.11
977, 0.11
978, 0.11
979, 0.78
980, 0.44
981, 0.00
982, 0.44
983, 0.56
984, 0.00
985, 0.33
986, 0.56
987, 0.11
988, 0.89
989, 0.44
990, 1.00
991, 0.22
992, 0.44
993, 0.78
994, 0.56
995, 0.11
996, 0.56
997, 0.00
998, 0.89
999, 0.11
1000, 0.00
1001, 0.33
1002, 0.78
1003, 0.33
1004, 0.11
1005, 0.56
1006, 0.11
1007, 0.56
1008, 0.00
1009, 0.11
1010, 0.56
1011, 0.00
1012, 0.44
1013, 0.11
1014, 0.44
1015, 0.11
1016, 0.00
1017, 0.00
1018, 0.00
1019, 0.22
1020, 0.11
1021, 0.56
1022, 0.78
1023, 0.00
1024, 0.44
1025, 0.00
1026, 0.89
1027, 0.33
1028, 0.00
1029, 0.11
1030, 0.67
1031, 0.89
1032, 0.78
1033, 0.44
1034, 0.00
1035, 0.44
1036, 0.22
1037, 0.00
1038, 0.67
1039, 0.11
1040, 0.22
1041, 0.56
1042, 0.11
1043, 0.11
1044, 0.89
1045, 0.00
1046, 0.22
1047, 0.44
1048, 0.33
1049, 0.44
1050, 0.33
1051, 0.00
1052, 0.11
1053, 0.22
1054, 0.44
1055, 0.56
1056, 0.56
1057, 0.33
1058, 0.56
1059, 0.56
1060, 0.78
1061, 0.56
1062, 0.44
1063, 0.11
1064, 0.00
1065, 0.22
1066, 0.56
1067, 0.22
1068, 0.33
1069, 0.78
1070, 0.11
1071, 0.44
1072, 0.22
1073, 0.22
1074, 1.00
1075, 0.33
1076, 0.00
1077, 0.44
1078, 0.67
1079, 0.78
1080, 0.44
1081, 0.78
1082, 1.00
1083, 0.22
1084, 0.33
1085, 0.11
1086, 0.00
1087, 0.22
1088, 0.67
1089, 0.00
1090, 0.33
1091, 0.44
1092, 0.67
1093, 0.56
1094, 0.56
1095, 0.67
1096, 0.33
1097, 0.11
1098, 0.22
1099, 0.22
1100, 0.00
1101, 0.33
1102, 0.67
1103, 0.33
1104, 0.56
1105, 0.33
1106, 0.11
1107, 0.11
1108, 0.44
1109, 0.56
1110, 0.89
1111, 0.89
1112, 0.44
1113, 0.44
1114, 0.00
1115, 0.00
1116, 0.11
1117, 0.11
1118, 0.22
1119, 0.33
1120, 0.11
1121, 0.56
1122, 0.22
1123, 0.44
1124, 0.00
1125, 0.56
1126, 0.33
1127, 0.11
1128, 0.22
1129, 0.33
1130, 0.11
1131, 0.33
1132, 0.11
1133, 0.00
1134, 0.00
1135, 0.00
1136, 0.44
1137, 0.00
1138, 0.56
1139, 0.00
1140, 0.11
1141, 0.11
1142, 0.56
1143, 0.22
1144, 0.22
1145, 0.11
1146, 0.33
1147, 0.22
1148, 0.33
1149, 0.22
1150, 0.22
1151, 0.11
1152, 0.11
1153, 0.56
1154, 0.33
1155, 0.33
1156, 0.56
1157, 0.00
1158, 0.56
1159, 0.56
1160, 0.33
1161, 0.22
1162, 0.22
1163, 0.44
1164, 0.00
1165, 0.33
1166, 0.33
1167, 0.11
1168, 0.22
1169, 0.33
1170, 0.00
1171, 0.33
1172, 0.33
1173, 0.44
1174, 0.11
1175, 0.89
1176, 0.11
1177, 0.11
1178, 0.33
1179, 0.00
1180, 0.22
1181, 0.00
1182, 0.00
1183, 0.11
1184, 0.44
1185, 0.78
1186, 0.89
1187, 0.22
1188, 0.11
1189, 0.89
1190, 0.00
1191, 0.78
1192, 0.44
1193, 0.00
1194, 0.00
1195, 0.33
1196, 0.22
1197, 0.44
1198, 0.33
1199, 0.11
1200, 0.67
1201, 0.56
1202, 0.44
1203, 0.00
1204, 0.33
1205, 0.33
1206, 0.00
1207, 0.56
1208, 0.11
1209, 0.00
1210, 0.22
1211, 0.56
1212, 0.11
1213, 0.00
1214, 0.56
1215, 0.67
1216, 0.22
1217, 0.56
1218, 0.00
1219, 0.67
1220, 0.11
1221, 0.11
1222, 0.33
1223, 0.11
1224, 0.56
1225, 0.78
1226, 0.11
1227, 0.56
1228, 0.56
1229, 0.11
1230, 0.44
1231, 0.22
1232, 0.56
1233, 0.11
1234, 0.22
1235, 0.22
1236, 0.33
1237, 0.67
1238, 0.11
1239, 0.44
1240, 0.67
1241, 0.11
1242, 0.67
1243, 0.33
1244, 0.22
1245, 0.89
1246, 0.33
1247, 0.78
1248, 0.22
1249, 0.67
1250, 0.11
1251, 0.11
1252, 0.11
1253, 0.44
1254, 0.11
1255, 0.11
1256, 0.22
1257, 0.78
1258, 0.44
1259, 1.00
1260, 0.00
1261, 0.11
1262, 0.22
1263, 0.78
1264, 0.00
1265, 0.00
1266, 0.78
1267, 0.56
1268, 0.00
1269, 0.44
1270, 0.67
1271, 0.56
1272, 0.56
1273, 0.22
1274, 0.67
1275, 0.22
1276, 0.22
1277, 0.44
1278, 0.22
1279, 0.67
1280, 0.00
1281, 0.44
1282, 0.00
1283, 0.33
1284, 0.67
1285, 0.33
1286, 0.33
1287, 0.44
1288, 0.44
1289, 0.11
1290, 0.56
1291, 0.33
1292, 0.00
1293, 0.22
1294, 0.44
1295, 0.11
1296, 0.67
1297, 0.22
1298, 0.22
1299, 0.22
1300, 0.22
1301, 0.56
1302, 0.11
1303, 0.22
1304, 0.33
1305, 0.33
1306, 0.22
1307, 0.22
1308, 0.22
1309, 0.44
1310, 0.33
1311, 0.44
1312, 0.22
1313, 0.44
1314, 0.56
1315, 0.44
1316, 0.44
1317, 0.11
1318, 0.00
1319, 0.11
1320, 0.11
1321, 0.33
1322, 0.00
1323, 0.67
1324, 0.78
1325, 0.67
1326, 0.22
1327, 0.78
1328, 0.33
1329, 0.33
1330, 0.89
1331, 0.22
1332, 0.56
1333, 0.11
1334, 0.33
1335, 0.67
1336, 0.11
1337, 0.44
1338, 0.22
1339, 0.67
1340, 0.33
1341, 0.00
1342, 0.44
1343, 1.00
1344, 0.33
1345, 0.56
1346, 0.11
1347, 0.33
1348, 0.00
1349, 0.22
1350, 0.11
1351, 0.44
1352, 0.89
1353, 0.00
1354, 0.89
1355, 0.00
1356, 0.33
1357, 0.33
1358, 0.00
1359, 0.00
1360, 0.11
1361, 0.22
1362, 0.56
1363, 0.00
1364, 0.67
1365, 0.00
1366, 0.00
1367, 0.33
1368, 0.78
1369, 0.11
1370, 0.78
1371, 0.44
1372, 0.00
1373, 0.00
1374, 0.11
1375, 0.67
1376, 0.11
1377, 0.22
1378, 0.11
1379, 0.22
1380, 0.44
1381, 0.33
1382, 0.44
1383, 0.44
1384, 0.44
1385, 0.44
1386, 0.44
1387, 0.00
1388, 0.44
1389, 0.33
1390, 0.22
1391, 0.00
1392, 0.33
1393, 0.22
1394, 0.11
1395, 0.00
1396, 0.67
1397, 0.44
1398, 0.00
1399, 0.56
1400, 0.44
1401, 0.44
1402, 0.22
1403, 0.56
1404, 0.33
1405, 0.56
1406, 0.33
1407, 0.56
1408, 0.33
1409, 0.22
1410, 0.67
1411, 0.00
1412, 0.22
1413, 0.11
1414, 0.00
1415, 0.00
1416, 0.00
1417, 0.00
1418, 0.00
1419, 0.67
1420, 0.56
1421, 0.11
1422, 0.78
1423, 0.11
1424, 0.44
1425, 0.44
1426, 0.00
1427, 0.89
1428, 0.11
1429, 0.11
1430, 0.22
1431, 0.56
1432, 0.44
1433, 0.33
1434, 0.00
1435, 0.89
1436, 0.89
1437, 0.22
1438, 0.56
1439, 0.11
1440, 0.22
1441, 0.67
1442, 0.44
1443, 0.22
1444, 0.44
1445, 0.11
1446, 0.67
1447, 0.11
1448, 0.11
1449, 0.22
1450, 0.22
1451, 0.56
1452, 0.11
1453, 0.00
1454, 0.67
1455, 0.11
1456, 0.89
1457, 0.44
1458, 0.22
1459, 0.00
1460, 0.33
1461, 0.00
1462, 0.33
1463, 0.22
1464, 0.22
1465, 0.56
1466, 0.11
1467, 0.11
1468, 0.22
1469, 0.00
1470, 0.78
1471, 0.11
1472, 0.00
1473, 0.11
1474, 0.44
1475, 1.00
1476, 0.22
1477, 0.11
1478, 0.00
1479, 0.00
1480, 0.56
1481, 0.56
1482, 0.22
1483, 0.78
1484, 0.44
1485, 0.56
1486, 0.11
1487, 0.33
1488, 0.44
1489, 0.22
1490, 0.22
1491, 0.00
1492, 0.89
1493, 0.00
1494, 0.56
1495, 0.44
1496, 0.00
1497, 0.44
1498, 0.22
1499, 0.11
1500, 0.56
1501, 0.78
1502, 0.22
1503, 0.11
1504, 0.33
1505, 0.33
1506, 0.56
1507, 0.44
1508, 0.67
1509, 0.78
1510, 0.56
1511, 0.56
1512, 0.44
1513, 0.78
1514, 0.33
1515, 0.22
1516, 0.11
1517, 0.11
1518, 0.00
1519, 0.56
1520, 0.22
1521, 0.00
1522, 0.33
1523, 0.22
1524, 0.00
1525, 0.78
1526, 0.00
1527, 0.00
1528, 0.33
1529, 0.89
1530, 0.33
1531, 0.22
1532, 0.44
1533, 0.33
1534, 0.22
1535, 0.44
1536, 0.78
1537, 0.56
1538, 0.00
1539, 0.11
1540, 0.00
1541, 0.11
1542, 0.22
1543, 0.22
1544, 0.33
1545, 0.33
1546, 0.11
1547, 0.11
1548, 0.44
1549, 0.22
1550, 0.22
1551, 0.11
1552, 0.22
1553, 0.22
1554, 0.00
1555, 0.44
1556, 0.33
1557, 0.00
1558, 0.33
1559, 0.33
1560, 0.00
1561, 0.22
1562, 0.11
1563, 0.00
1564, 0.22
1565, 0.11
1566, 0.11
1567, 0.44
1568, 0.33
1569, 0.67
1570, 0.33
1571, 0.00
1572, 0.00
1573, 0.67
1574, 0.33
1575, 0.11
1576, 0.22
1577, 0.11
1578, 0.22
1579, 0.22
1580, 0.67
1581, 0.22
1582, 0.11
1583, 0.00
1584, 0.44
1585, 0.78
1586, 0.00
1587, 0.00
1588, 0.44
1589, 0.67
1590, 0.33
1591, 0.00
1592, 0.11
1593, 0.00
1594, 0.11
1595, 0.22
1596, 0.89
1597, 0.22
1598, 0.33
1599, 0.44
1600, 0.11
1601, 0.89
1602, 0.56
1603, 0.44
1604, 0.11
1605, 0.00
1606, 0.44
1607, 0.44
1608, 0.22
1609, 0.00
1610, 0.56
1611, 0.67
1612, 0.44
1613, 0.33
1614, 0.44
1615, 0.67
1616, 1.00
1617, 0.44
1618, 0.33
1619, 0.00
1620, 0.11
1621, 0.67
1622, 0.33
1623, 0.78
1624, 0.11
1625, 0.67
1626, 0.11
1627, 0.44
1628, 0.00
1629, 0.00
1630, 0.00
1631, 0.33
1632, 0.22
1633, 0.56
1634, 0.33
1635, 0.44
1636, 0.00
1637, 0.44
1638, 0.11
1639, 0.22
1640, 0.56
1641, 0.56
1642, 0.00
1643, 0.22
1644, 0.67
1645, 0.56
1646, 0.22
1647, 0.44
1648, 0.89
1649, 0.33
1650, 0.22
1651, 0.11
1652, 0.22
1653, 0.89
1654, 0.67
1655, 0.11
1656, 0.56
1657, 0.00
1658, 0.00
1659, 0.67
1660, 0.22
1661, 0.22
1662, 0.33
1663, 0.56
1664, 1.00
1665, 0.44
1666, 0.00
1667, 0.56
1668, 0.33
1669, 0.89
1670, 0.00
1671, 0.33
1672, 0.56
1673, 0.78
1674, 0.11
1675, 0.56
1676, 0.22
1677, 0.67
1678, 0.78
1679, 0.44
1680, 0.22
1681, 0.44
1682, 0.44
1683, 0.67
1684, 0.00
1685, 0.44
1686, 1.00
1687, 0.44
1688, 0.44
1689, 0.11
1690, 0.56
1691, 0.00
1692, 0.67
1693, 0.67
1694, 0.44
1695, 0.44
1696, 0.44
1697, 0.00
1698, 0.67
1699, 0.00
1700, 0.22
1701, 0.22
1702, 0.56
1703, 0.44
1704, 0.56
1705, 0.56
1706, 0.56
1707, 0.44
1708, 0.00
1709, 0.11
1710, 0.89
1711, 0.44
1712, 0.67
1713, 0.56
1714, 0.22
1715, 0.00
1716, 0.56
1717, 0.56
1718, 0.22
1719, 0.22
1720, 0.00
1721, 0.22
1722, 0.78
1723, 0.11
1724, 0.11
1725, 0.56
1726, 0.00
1727, 0.33
1728, 0.33
1729, 0.89
1730, 0.11
1731, 0.44
1732, 0.22
1733, 0.44
1734, 0.44
1735, 0.56
1736, 0.44
1737, 0.44
1738, 0.33
1739, 1.00
1740, 0.89
1741, 0.22
1742, 0.67
1743, 0.00
1744, 0.56
1745, 0.44
1746, 0.22
1747, 0.11
1748, 0.00
1749, 0.89
1750, 0.44
1751, 0.22
1752, 0.33
1753, 0.33
1754, 0.67
1755, 0.67
1756, 0.44
1757, 0.33
1758, 0.44
1759, 0.22
1760, 0.11
1761, 0.00
1762, 0.00
1763, 0.33
1764, 0.56
1765, 0.00
1766, 0.67
1767, 0.44
1768, 0.11
1769, 0.44
1770, 0.33
1771, 0.56
1772, 0.56
1773, 0.00
1774, 0.33
1775, 0.22
1776, 0.11
1777, 0.44
1778, 0.11
1779, 0.11
1780, 0.44
1781, 0.11
1782, 0.33
1783, 0.00
1784, 0.33
1785, 0.78
1786, 0.00
1787, 0.22
1788, 0.33
1789, 0.33
1790, 0.44
1791, 0.33
1792, 0.22
1793, 0.00
1794, 0.44
1795, 0.00
1796, 0.33
1797, 0.22
1798, 0.22
1799, 0.56
1800, 0.11
1801, 0.33
1802, 0.44
1803, 0.78
1804, 0.00
1805, 0.67
1806, 0.00
1807, 0.00
1808, 0.11
1809, 0.33
1810, 0.11
1811, 0.44
1812, 0.44
1813, 0.33
1814, 0.78
1815, 0.56
1816, 0.11
1817, 0.33
1818, 0.33
1819, 0.11
1820, 0.00
1821, 0.33
1822, 0.00
1823, 0.44
1824, 0.56
1825, 0.22
1826, 0.56
1827, 0.33
1828, 0.22
1829, 0.11
1830, 0.11
1831, 0.00
1832, 0.00
1833, 0.22
1834, 0.00
1835, 0.11
1836, 0.33
1837, 0.22
1838, 0.33
1839, 0.89
1840, 0.56
1841, 0.11
1842, 0.11
1843, 0.78
1844, 0.11
1845, 0.33
1846, 0.22
1847, 0.22
1848, 0.33
1849, 0.00
1850, 0.67
1851, 0.78
1852, 0.78
1853, 0.00
1854, 0.00
1855, 0.78
1856, 0.11
1857, 0.22
1858, 0.56
1859, 0.56
1860, 0.00
1861, 0.33
1862, 0.11
1863, 0.56
1864, 0.11
1865, 0.11
1866, 0.44
1867, 0.22
1868, 0.67
1869, 0.78
1870, 0.22
1871, 0.11
1872, 0.00
