ID,Prob1
1696, 0.40
1697, 0.40
1698, 0.47
1699, 0.29
1700, 0.35
1701, 0.49
1702, 0.47
1703, 0.40
1704, 0.42
1705, 0.52
1706, 0.45
1707, 0.42
1708, 0.29
1709, 0.38
1710, 0.51
1711, 0.62
1712, 0.54
1713, 0.48
1714, 0.39
1715, 0.41
1716, 0.61
1717, 0.47
1718, 0.45
1719, 0.44
1720, 0.33
1721, 0.39
1722, 0.49
1723, 0.39
1724, 0.40
1725, 0.48
1726, 0.25
1727, 0.50
1728, 0.32
1729, 0.65
1730, 0.44
1731, 0.42
1732, 0.41
1733, 0.40
1734, 0.46
1735, 0.44
1736, 0.46
1737, 0.45
1738, 0.41
1739, 0.69
1740, 0.45
1741, 0.38
1742, 0.48
1743, 0.29
1744, 0.40
1745, 0.36
1746, 0.36
1747, 0.38
1748, 0.26
1749, 0.62
1750, 0.42
1751, 0.44
1752, 0.43
1753, 0.40
1754, 0.42
1755, 0.49
1756, 0.48
1757, 0.43
1758, 0.47
1759, 0.36
1760, 0.28
1761, 0.25
1762, 0.25
1763, 0.39
1764, 0.48
1765, 0.31
1766, 0.66
1767, 0.28
1768, 0.37
1769, 0.39
1770, 0.40
1771, 0.60
1772, 0.41
1773, 0.30
1774, 0.44
1775, 0.49
1776, 0.38
1777, 0.48
1778, 0.39
1779, 0.30
1780, 0.54
1781, 0.40
1782, 0.39
1783, 0.30
1784, 0.45
1785, 0.40
1786, 0.23
1787, 0.30
1788, 0.41
1789, 0.50
1790, 0.45
1791, 0.46
1792, 0.40
1793, 0.27
1794, 0.32
1795, 0.22
1796, 0.45
1797, 0.50
1798, 0.29
1799, 0.39
1800, 0.43
1801, 0.36
1802, 0.49
1803, 0.72
1804, 0.34
1805, 0.53
1806, 0.39
1807, 0.32
1808, 0.41
1809, 0.50
1810, 0.39
1811, 0.45
1812, 0.45
1813, 0.28
1814, 0.56
1815, 0.29
1816, 0.28
1817, 0.35
1818, 0.44
1819, 0.29
1820, 0.48
1821, 0.54
1822, 0.39
1823, 0.38
1824, 0.59
1825, 0.41
1826, 0.34
1827, 0.55
1828, 0.39
1829, 0.33
1830, 0.47
1831, 0.34
1832, 0.35
1833, 0.36
1834, 0.29
1835, 0.37
1836, 0.45
1837, 0.40
1838, 0.52
1839, 0.63
1840, 0.44
1841, 0.57
1842, 0.27
1843, 0.53
1844, 0.39
1845, 0.41
1846, 0.56
1847, 0.32
1848, 0.42
1849, 0.33
1850, 0.50
1851, 0.48
1852, 0.42
1853, 0.36
1854, 0.27
1855, 0.64
1856, 0.31
1857, 0.37
1858, 0.47
1859, 0.36
1860, 0.36
1861, 0.33
1862, 0.33
1863, 0.58
1864, 0.34
1865, 0.31
1866, 0.44
1867, 0.32
1868, 0.51
1869, 0.49
1870, 0.23
1871, 0.44
1872, 0.34
